1085,Population,450603,459615
1086,Population,445464,454373
1087,Population,439865,448662
1088,Population,436671,445404
1089,Population,435894,444611
1090,Population,435501,444211
1091,Population,419141,427523
1092,Population,417989,426348
1093,Population,410316,418522
1094,Population,405849,413965
1095,Population,399499,407488
1096,Population,396939,404877
1097,Population,392127,399969
1098,Population,370833,378249
1099,Population,369796,377191
1100,Population,361188,368411
1101,Population,355072,362173
1102,Population,353302,360368
1103,Population,351627,358659
1104,Population,342702,349556
1105,Population,334005,340685
1106,Population,332626,339278
1107,Population,330089,336690
1108,Population,329164,335747
1109,Population,326131,332653
1110,Population,325649,332161
1111,Population,315717,322031
1112,Population,303057,309118
1113,Population,301258,307283
1114,Population,298738,304712
1115,Population,297756,303711
1116,Population,295831,301747
1117,Population,292427,298275
1118,Population,288887,294664
1119,Population,288014,293774
1120,Population,283798,289473
1121,Population,274097,279578
1122,Population,265617,270929
1123,Population,265279,270584
1124,Population,263832,269108
1125,Population,262155,267398
1126,Population,260980,266199
1127,Population,260901,266119
1128,Population,260441,265649
1129,Population,258015,263175
1130,Population,257307,262453
1131,Population,256318,261444
1132,Population,255085,260186
1133,Population,252638,257690
1134,Population,252001,257041
1135,Population,245375,250282
1136,Population,244741,249635
1137,Population,243352,248219
1138,Population,236392,241119
1139,Population,234832,239528
1140,Population,233249,237913
1141,Population,233180,237843
1142,Population,232957,237616
1143,Population,232859,237516
1144,Population,232667,237320
1145,Population,232436,237084
1146,Population,232054,236695
1147,Population,230411,235019
1148,Population,227761,232316
1149,Population,221989,226428
1150,Population,219802,224198
1151,Population,218664,223037
1152,Population,217916,222274
1153,Population,216327,220653
1154,Population,214899,219196
1155,Population,213679,217952
1156,Population,211447,215675
1157,Population,210604,214816
1158,Population,209121,213303
1159,Population,205936,210054
1160,Population,205751,209866
1161,Population,202346,206392
1162,Population,200657,204670
1163,Population,199679,203672
1164,Population,199127,203109
1165,Population,198488,202457
1166,Population,198316,202282
1167,Population,197516,201466
1168,Population,196285,200210
1169,Population,194654,198547
1170,Population,194032,197912
1171,Population,192658,196511
1172,Population,189827,193623
1173,Population,189490,193279
1174,Population,189407,193195
1175,Population,189350,193137
1176,Population,189341,193127
1177,Population,189063,192844
1178,Population,188741,192515
1179,Population,188072,191833
1180,Population,186945,190683
1181,Population,186909,190647
1182,Population,186785,190520
1183,Population,183292,186957
1184,Population,181264,184889
1185,Population,180819,184435
1186,Population,177912,181470
1187,Population,176900,180438
1188,Population,174792,178287
1189,Population,173576,177047
1190,Population,172356,175803
1191,Population,172223,175667
1192,Population,172150,175593
1193,Population,170537,173947
1194,Population,170328,173734
1195,Population,170028,173428
1196,Population,169540,172930
1197,Population,168317,171683
1198,Population,168034,171394
1199,Population,167961,171320
1200,Population,167091,170432
1201,Population,165703,169017
1202,Population,164317,167603
1203,Population,164299,167584
1204,Population,163493,166762
1205,Population,163304,166570
1206,Population,163061,166322
1207,Population,162484,165733
1208,Population,162472,165721
1209,Population,162325,165571
1210,Population,160829,164045
1211,Population,160760,163975
1212,Population,160492,163701
1213,Population,159447,162635
1214,Population,159351,162538
1215,Population,159250,162435
1216,Population,158589,161760
1217,Population,158317,161483
1218,Population,157105,160247
1219,Population,157094,160235
